date;SP500;NASDAQ
2023-03-29-14-38;4015.54;12808.51
2023-03-29-14-39;4016.22;12812.10
2023-03-29-14-40;4016.13;12810.03
2023-03-29-14-41;4015.48;12806.64
2023-03-29-14-42;4015.71;12806.99
2023-03-29-14-43;4016.64;12812.52
2023-03-29-14-44;4016.07;12810.03
2023-03-29-14-45;4016.57;12812.36
2023-03-29-14-46;4015.44;12807.50
2023-03-29-14-47;4016.34;12810.02
2023-03-29-14-48;4018.52;12815.68
2023-03-29-14-49;4017.90;12814.77
2023-03-29-14-50;4018.29;12816.72
2023-03-29-14-51;4018.27;12816.50
2023-03-29-14-52;4015.29;12806.04
2023-03-29-14-53;4018.91;12819.70
2023-03-29-14-54;4019.16;12820.90
2023-03-29-14-55;4020.65;12827.44
2023-03-29-14-56;4020.46;12826.26
2023-03-29-14-57;4020.78;12827.45
2023-03-29-14-58;4020.85;12826.45
2023-03-29-14-59;4021.08;12827.55
2023-03-29-15-00;4021.00;12827.25
2023-03-29-15-01;4021.38;12829.76
2023-03-29-15-02;4019.76;12825.16
2023-03-29-15-03;4016.76;12817.66
2023-03-29-15-04;4019.61;12826.16
2023-03-29-15-05;4019.81;12825.79
2023-03-29-15-06;4019.31;12825.90
2023-03-29-15-07;4017.96;12822.48
2023-03-29-15-08;4019.17;12826.51
2023-03-29-15-09;4019.88;12830.14
2023-03-29-15-10;4020.03;12829.83
2023-03-29-15-11;4019.47;12827.84
2023-03-29-15-12;4020.03;12831.49
2023-03-29-15-13;4020.15;12833.43
2023-03-29-15-14;4020.84;12834.56
2023-03-29-15-15;4021.29;12837.13
2023-03-29-15-16;4022.61;12840.85
2023-03-29-15-17;4025.87;12850.55
2023-03-29-15-18;4026.09;12850.23
2023-03-29-15-19;4026.57;12853.55
2023-03-29-15-20;4026.39;12853.82
2023-03-29-15-21;4026.38;12852.92
2023-03-29-15-22;4027.65;12856.83
2023-03-29-15-23;4027.12;12856.69
2023-03-29-15-24;4025.40;12851.14
2023-03-29-15-25;4025.78;12851.66
2023-03-29-15-26;4025.89;12850.47
2023-03-29-15-27;4025.65;12851.65
2023-03-29-15-28;4026.39;12854.82
2023-03-29-15-29;4026.60;12855.14
2023-03-29-15-30;4026.52;12855.79
2023-03-29-15-31;4025.23;12851.66
2023-03-29-15-32;4026.17;12852.76
2023-03-29-15-33;4026.77;12855.09
2023-03-29-15-34;4026.29;12856.17
2023-03-29-15-35;4025.21;12853.25
2023-03-29-15-36;4025.02;12850.66
2023-03-29-15-37;4024.05;12849.11
2023-03-29-15-38;4024.01;12850.20
2023-03-29-15-39;4024.00;12850.10
2023-03-29-15-40;4023.60;12847.28
2023-03-29-15-41;4022.75;12844.26
2023-03-29-15-42;4023.40;12846.06
2023-03-29-15-43;4024.89;12850.51
2023-03-29-15-44;4026.31;12853.08
2023-03-29-15-45;4026.24;12852.01
2023-03-29-15-46;4027.26;12856.13
2023-03-29-15-47;4028.09;12860.74
2023-03-29-15-48;4027.90;12858.85
2023-03-29-15-49;4028.35;12860.33
2023-03-29-15-50;4029.95;12865.62
2023-03-29-15-51;4028.47;12858.34
2023-03-29-15-52;4030.10;12862.49
2023-03-29-15-53;4030.29;12862.41
2023-03-29-15-54;4029.07;12857.33
2023-03-29-15-55;4027.15;12844.95
2023-03-29-15-56;4026.73;12840.85
2023-03-29-15-57;4024.66;12832.84
2023-03-29-15-58;4025.95;12837.36
2023-03-29-15-59;4027.23;12843.33
2023-03-29-16-00;4028.05;12846.03
2023-03-29-16-01;4027.88;12846.03
2023-03-29-16-02;4027.88;12846.03
2023-03-29-16-03;4027.88;12846.03
2023-03-29-16-04;4027.82;12846.03
2023-03-29-16-05;4027.81;12846.03
2023-03-29-16-06;4027.81;12846.03
2023-03-29-16-07;4027.81;12846.03
2023-03-29-16-08;4027.81;12846.03
2023-03-29-16-09;4027.81;12846.03
2023-03-29-16-10;4027.81;12846.03
2023-03-29-16-11;4027.81;12846.03
2023-03-29-16-12;4027.81;12846.03
2023-03-29-16-13;4027.81;12846.03
2023-03-29-16-14;4027.81;12846.03
2023-03-29-16-15;4027.81;12846.03
2023-03-29-16-16;4027.81;12846.03
2023-03-29-16-17;4027.81;12846.03
2023-03-29-16-18;4027.81;12846.03
2023-03-29-16-19;4027.81;12846.03
2023-03-29-16-20;4027.81;12846.03
2023-03-29-16-21;4027.81;12846.03
2023-03-29-16-22;4027.81;12846.03
2023-03-29-16-23;4027.81;12846.03
2023-03-29-16-24;4027.81;12846.03
2023-03-29-16-25;4027.81;12846.03
2023-03-29-16-26;4027.81;12846.03
2023-03-29-16-27;4027.81;12846.03
2023-03-29-16-28;4027.81;12846.03
2023-03-29-16-29;4027.81;12846.03
2023-03-29-16-30;4027.81;12846.03
2023-03-29-16-31;4027.81;12846.03
2023-03-29-16-32;4027.81;12846.03
2023-03-29-16-33;4027.81;12846.03
2023-03-29-16-34;4027.81;12846.03
2023-03-29-16-35;4027.81;12846.03
2023-03-29-16-36;4027.81;12846.03
2023-03-29-16-37;4027.81;12846.03
2023-03-29-16-38;4027.81;12846.03
2023-03-29-16-39;4027.81;12846.03
2023-03-29-16-40;4027.81;12846.03
2023-03-29-16-41;4027.81;12846.03
2023-03-29-16-42;4027.81;12846.03
2023-03-29-16-43;4027.81;12846.03
2023-03-29-16-44;4027.81;12846.03
2023-03-29-16-45;4027.81;12846.03
2023-03-29-16-46;4027.81;12846.03
2023-03-29-16-47;4027.81;12846.03
2023-03-29-16-48;4027.81;12846.03
2023-03-29-16-49;4027.81;12846.03
2023-03-29-16-50;4027.81;12846.03
2023-03-29-16-51;4027.81;12846.03
2023-03-29-16-52;4027.81;12846.03
2023-03-29-16-53;4027.81;12846.03
2023-03-29-16-54;4027.81;12846.03
2023-03-29-16-55;4027.81;12846.03
2023-03-29-16-56;4027.81;12846.03
2023-03-29-16-57;4027.81;12846.03
2023-03-29-16-58;4027.81;12846.03
2023-03-29-16-59;4027.81;12846.03
